weights
0.000385389
0.002424364
0.020992354
0.057596898
0.000119648
0.000252452
0.044116157
0.000353333
0.003805718
0.028239389
0.000441855
0.00033843
0.060999911
0.021538621
0.460482956
0.012090001
0.012450609
0.000133765
0.047030616
0.000125189
0.155302709
0.064314828
0.10634948
0.212422388
0.001476126
0.146941462
0.058304746
9.48E-05
0.000964752
0.03418287
0.057596898
0.054303865
0.395549453
0.012388893
0.066795298
0.064314828
0.054172618
0.000168448
1.714725926
0.322545261
0.120295999
0.062735284
0.000594662
0.133919703
0.030432377
0.07195324
1.72E-07
0.26495479
0.03561681
0.003331049
0.000296616
0.001937186
0.062591603
0.000953314
0.000115503
0.168169669
0.003188101
0.000242853
0.002694178
0.029390577
0.054303865
0.000118692
0.011343716
0.000861032
0.002773441
8.78E-06
8.74E-05
0.092662973
0.000980708
0.02362562
0.000342164
0.012191326
0.027844371
16.29723816
0.002517033
0.074877304
8.50E-06
0.007321143
0.000398173
0.000225832
0.022616489
0.019435269
0.085071984
0.001693385
0.04351805
0.029390577
0.007109595
1.13E-05
0.000104078
0.004436983
0.000345086
0.080657486
0.011314666
0.054172618
0.037985766
0.006871354
0.063556915
0.058304746
0.001337069
0.043154562
0.058777688
0.011324632
0.023228155
0.00343602
0.006463637
0.042544807
0.027993652
0.187688535
2.27E-05
0.058639342
0.019418303
0.000251555
0.00407611
0.015540862
0.000238304
0.000110204
0.000174252
0.000252452
0.002946709
0.006681605
0.006602892
0.025211898
0.074561558
0.003920279
0.200033024
0.0731814
0.021460463
1.69E-05
17.74924168
0.17177648
5.17E-05
0.013435379
0.042296324
0.063758327
0.055632542
0.000589623
2.06E-06
0.335953041
0.00258531
0.038878918
0.00143309
5.74E-05
0.063219889
0.000628821
0.172963636
0.000231994
0.06040313
2.32E-05
0.062695398
0.000675125
0.007928839
0.066795298
0.036918809
0.000646856
2.62E-06
0.000150453
0.147381324
0.000227602
0.052572296
0.015138919
0.030851679
0.000359558
0.038512598
0.013885919
0.024723554
0.000930374
4.51E-05
0.697961385
0.222546774
0.020888201
0.058639342
0.013403376
0.000948406
1.26E-05
0.005116391
0.151367804
0.067633072
0.016577566
0.000800089
0.000326883
0.333535996
0.023439461
1.318593708
1.66E-05
0.0003077
0.057841243
0.101157007
0.063219889
0.011036769
0.573316098
0.046214683
0.009242728
0.058304746
0.016387907
0.036359003
0.011549433
0.073544211
0.001797363
0.000188422
0.062695398
4.598159285
0.055237306
4.37E-06
0.153733945
3.51E-05
1.044352631
0.027213418
0.055237306
0.015138919
0.029454139
0.002851404
0.027761834
0.010283898
0.00017019
7.61E-05
0.000649591
0.000516932
0.022464552
0.127087236
0.066795298
0.023448924
0.150169839
0.170445227
0.059300557
0.002279002
0.002206034
0.003405655
6.04E-05
1.818822238
0.166963514
0.002529805
6.49E-05
0.186695098
0.072153392
2.196615036
0.000103923
0.178096927
0.000516308
0.151904476
0.006361712
0.002867545
0.064076655
0.017947003
0.000650754
0.000411938
0.038423588
0.151904476
0.001168405
0.094050938
0.062695398
0.04094526
0.035768707
0.165401996
2.94E-05
0.029454139
0.058639342
0.014566673
3.48E-05
0.000358841
0.001546435
0.036480624
0.015685677
5.17E-05
0.007729295
0.013245021
0.069054168
0.51198035
0.179020138
0.149081163
0.063154922
0.013894841
0.016532231
0.06283045
0.019777811
0.022048317
8.31E-05
0.041387615
2.579921905
0.000101089
0.001861009
0.013761794
0.014011937
0.058777688
0.057596898
3.44E-05
0.003607843
4.60E-05
0.000188284
0.00078552
0.059300557
0.008449983
6.17E-05
0.003833501
0.013817768
0.000111566
3.67E-05
0.046195942
0.060910385
0.00587721
0.000322295
2.38E-05
4.66E-06
0.177624955
83.19136512
0.002057989
2.24E-07
4.059301155
1.45E-06
2.59E-05
0.014396266
0.063661681
0.392259469
0.058639342
0.011436821
0.001496691
0.000164455
0.000912416
0.000448157
0.066795298
0.00560336
0.000908321
0.001712074
0.004025872
0.587511139
0.007329768
0.000376766
0.000164007
0.000391253
0.014413467
0.066795298
0.076431069
0.037127262
0.036776561
0.005625302
0.06698369
0.001602676
4.20E-06
0.000844692
4.65E-05
0.031860001
0.033079298
0.001472131
0.026935479
0.066795298
0.002626469
0.058777688
0.215526272
0.000537262
0.04540394
2.63E-05
0.000163593
0.417711312
0.062695398
0.007086952
4.67E-05
0.000240712
0.055237306
0.006737729
0.005584961
1.22E-06
9.24E-06
0.006812271
0.069007488
0.000585529
0.018782153
0.001231574
0.002203232
0.001245594
0.020530641
8.93E-06
0.058777688
0.002535826
0.000115417
0.001327719
0.022419169
0.084244684
0.077455525
0.071142417
0.005463079
0.014671066
0.030851679
0.001651647
0.03232607
0.046665367
0.018115402
0.024835791
0.058639342
0.059300557
0.000407032
2.780064981
0.05706035
6.88E-08
0.000464745
0.005394815
2.41E-05
0.002712686
0.066795298
0.014240014
0.054303865
0.003493115
0.058777688
3.71E-05
0.02690606
0.054303865
0.000934819
0.058726778
0.009191862
0.000152755
0.028449709
0.102432044
0.151904476
1.801323206
0.029454139
0.000134929
0.000443733
0.054303865
0.08064323
0.000147505
0.019480749
0.059525925
6.45E-05
0.284988575
0.000879944
3.80E-06
0.058726778
0.157069032
0.065742016
2.99E-05
1.270269208
86.24457942
7.86E-06
0.000274522
