user_id,apply_date,label,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47
uid10654,2021-07-07,0,1.0,5.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,4.0,9.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,5.0,7.0,6.0,3.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0
uid10655,2021-06-20,0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,6.0,5.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0
uid10656,2021-06-19,1,0.0,5.0,0.0,1.0,2.0,3.0,8.0,0.0,0.0,4.0,8.0,3.0,0.0,1.0,1.0,4.0,7.0,2.0,4.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,6.0,7.0,3.0,3.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,2.0,0.0,1.0,1.0,0.0
uid10657,2021-07-06,0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,0.0,7.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,5.0,7.0,9.0
uid10658,2021-06-25,0,1.0,5.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,5.0,9.0,7.0,0.0,1.0,2.0,4.0,7.0,1.0,5.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,4.0,7.0,8.0,7.0,7.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,2.0,0.0,4.0,0.0,0.0
uid10659,2021-06-26,0,1.0,5.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,5.0,9.0,7.0,0.0,1.0,2.0,4.0,7.0,1.0,5.0,3.0,1.0,5.0,4.0,1.0,1.0,0.0,4.0,7.0,8.0,7.0,7.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,2.0,0.0,4.0,0.0,0.0
uid10660,2021-06-29,0,2.0,2.0,0.0,3.0,5.0,7.0,1.0,0.0,0.0,2.0,8.0,3.0,0.0,3.0,4.0,0.0,7.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,6.0,6.0,5.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0
uid10661,2021-06-26,0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,5.0,5.0,1.0,3.0,7.0,4.0,4.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0
uid10662,2021-06-26,0,0.0,5.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,7.0,0.0,3.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,5.0,0.0,4.0,0.0,0.0
uid10663,2021-06-28,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,4.0,6.0,1.0,4.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,7.0,0.0,6.0
uid10664,2021-06-17,0,1.0,3.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,4.0,5.0,1.0,0.0,1.0,3.0,6.0,2.0,3.0,2.0,2.0,5.0,3.0,1.0,0.0,1.0,5.0,6.0,4.0,4.0,7.0,7.0,8.0,0.0,1.0,5.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,5.0,0.0,8.0,5.0
uid10665,2021-06-28,1,1.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,6.0,6.0,5.0,11.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,4.0,0.0,1.0,0.0,0.0
uid10666,2021-06-29,0,0.0,7.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0,4.0,8.0,7.0,0.0,0.0,1.0,6.0,8.0,1.0,5.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,6.0,7.0,5.0,6.0,3.0,6.0,6.0,5.0,0.0,5.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,1.0,7.0,2.0,8.0
uid10667,2021-06-23,0,0.0,7.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,5.0,8.0,5.0,0.0,1.0,2.0,6.0,8.0,1.0,5.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,7.0,0.0,0.0,4.0,4.0,5.0,3.0,4.0,0.0,4.0,1.0,7.0
uid10668,2021-06-30,1,0.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,5.0,7.0,5.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
uid10669,2021-06-28,0,1.0,3.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,4.0,9.0,3.0,0.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
uid10670,2021-06-17,0,1.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,5.0,7.0,4.0,3.0,5.0,5.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,6.0,0.0,7.0,8.0
uid10671,2021-06-22,1,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,6.0,0.0,3.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,3.0,5.0,5.0,5.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0
uid10672,2021-06-18,0,0.0,2.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,4.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0
uid10673,2021-06-23,0,0.0,5.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,4.0,7.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,6.0,3.0,3.0,7.0,5.0,6.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,9.0
uid10674,2021-06-21,1,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,2.0,8.0,3.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,7.0,6.0,8.0
uid10675,2021-06-23,0,0.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,3.0,7.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,1.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,5.0,1.0,4.0,11.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0
uid10676,2021-07-05,0,3.0,8.0,0.0,4.0,6.0,9.0,6.0,1.0,0.0,5.0,9.0,4.0,0.0,4.0,7.0,5.0,8.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,4.0,4.0,3.0,5.0,6.0,3.0,1.0,6.0,0.0,0.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0,6.0
uid10677,2021-06-18,0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0
uid10678,2021-06-20,0,1.0,5.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0,4.0,7.0,6.0,1.0,1.0,2.0,4.0,7.0,1.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,1.0,5.0,5.0,6.0,6.0,19.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,4.0,4.0,0.0,0.0,5.0,6.0
uid10679,2021-07-01,0,0.0,5.0,1.0,0.0,1.0,5.0,7.0,0.0,4.0,4.0,8.0,5.0,0.0,0.0,0.0,7.0,8.0,1.0,4.0,3.0,0.0,7.0,2.0,1.0,0.0,0.0,5.0,6.0,5.0,5.0,8.0,6.0,6.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,7.0,5.0,5.0,0.0,1.0,0.0,8.0
uid10680,2021-07-04,0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,4.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0
uid10681,2021-06-19,0,1.0,5.0,1.0,1.0,3.0,8.0,0.0,0.0,1.0,4.0,8.0,6.0,0.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,0.0,6.0,3.0,1.0,0.0,1.0,5.0,7.0,3.0,5.0,2.0,5.0,6.0,7.0,0.0,4.0,0.0,0.0,4.0,5.0,7.0,6.0,5.0,7.0,7.0,9.0,4.0
uid10682,2021-07-04,0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,6.0,6.0,5.0,5.0,2.0,6.0,4.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,7.0,7.0,6.0
uid10683,2021-06-22,0,1.0,2.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,4.0,6.0,6.0,1.0,2.0,4.0,3.0,6.0,2.0,5.0,4.0,1.0,5.0,3.0,1.0,0.0,1.0,5.0,7.0,4.0,6.0,6.0,3.0,6.0,0.0,2.0,4.0,0.0,0.0,6.0,0.0,5.0,4.0,3.0,1.0,0.0,1.0,4.0
uid10684,2021-06-24,1,0.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,0.0,1.0,5.0,7.0,6.0,2.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0
uid10685,2021-06-28,0,1.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,1.0,1.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,3.0,1.0,4.0,6.0,0.0,7.0,5.0,0.0,4.0,5.0,5.0,4.0,3.0,3.0,7.0,4.0,8.0
uid10686,2021-06-23,0,0.0,4.0,0.0,0.0,1.0,8.0,3.0,3.0,0.0,5.0,9.0,6.0,0.0,0.0,1.0,4.0,8.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,4.0,6.0,6.0,6.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0
uid10687,2021-07-06,0,1.0,2.0,0.0,1.0,2.0,7.0,0.0,4.0,0.0,5.0,9.0,7.0,0.0,1.0,2.0,2.0,7.0,1.0,5.0,3.0,1.0,2.0,5.0,1.0,0.0,3.0,5.0,7.0,6.0,6.0,3.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,6.0,5.0,0.0,6.0,5.0,0.0
uid10688,2021-06-29,0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uid10689,2021-06-23,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
uid10690,2021-06-30,0,1.0,8.0,0.0,1.0,2.0,9.0,1.0,0.0,0.0,5.0,4.0,5.0,1.0,1.0,2.0,3.0,5.0,2.0,5.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,3.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,3.0,0.0,5.0,0.0,6.0
uid10691,2021-07-06,0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,3.0,7.0,0.0,3.0,4.0,4.0,3.0,2.0,0.0,0.0,6.0,3.0,5.0,6.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0
uid10692,2021-06-25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,10.0,13.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0
uid10693,2021-06-25,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,3.0,5.0,3.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
uid10694,2021-06-22,0,1.0,6.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,5.0,8.0,5.0,0.0,1.0,2.0,4.0,7.0,2.0,5.0,4.0,3.0,1.0,5.0,1.0,1.0,6.0,5.0,7.0,6.0,5.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,6.0,5.0,0.0,0.0,3.0,0.0
uid10695,2021-06-29,0,0.0,4.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,3.0,6.0,1.0,5.0,2.0,0.0,7.0,4.0,0.0,0.0,1.0,6.0,8.0,3.0,6.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0
uid10696,2021-07-01,0,1.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,5.0,6.0,2.0,1.0,1.0,0.0,6.0,2.0,1.0,0.0,2.0,5.0,7.0,3.0,2.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,5.0
uid10697,2021-06-27,0,2.0,5.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,2.0,5.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,6.0,6.0,5.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
uid10698,2021-07-07,0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,9.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0
uid10699,2021-06-30,0,0.0,4.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,7.0,0.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,5.0,4.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0
uid10700,2021-06-27,0,1.0,2.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,3.0,9.0,4.0,0.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0
uid10701,2021-07-06,0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,8.0,6.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,8.0,7.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0
uid10702,2021-07-01,0,1.0,7.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,5.0,7.0,2.0,1.0,1.0,2.0,6.0,8.0,2.0,5.0,0.0,0.0,8.0,3.0,1.0,0.0,2.0,5.0,8.0,3.0,3.0,3.0,7.0,7.0,5.0,0.0,7.0,0.0,0.0,6.0,4.0,5.0,5.0,5.0,0.0,5.0,0.0,8.0
uid10703,2021-06-16,0,0.0,8.0,0.0,1.0,3.0,9.0,5.0,0.0,0.0,5.0,9.0,3.0,0.0,1.0,4.0,7.0,9.0,3.0,5.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,6.0,7.0,2.0,2.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0
uid10704,2021-07-06,0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,9.0,5.0,0.0,0.0,0.0,3.0,7.0,0.0,6.0,1.0,0.0,7.0,3.0,1.0,0.0,1.0,3.0,5.0,3.0,4.0,11.0,1.0,5.0,2.0,0.0,5.0,0.0,0.0,5.0,6.0,7.0,7.0,6.0,0.0,2.0,0.0,6.0
uid10705,2021-06-20,0,0.0,6.0,3.0,1.0,2.0,9.0,1.0,0.0,7.0,5.0,7.0,6.0,1.0,0.0,2.0,3.0,7.0,1.0,5.0,3.0,2.0,3.0,5.0,0.0,0.0,3.0,5.0,7.0,4.0,5.0,1.0,5.0,6.0,7.0,1.0,5.0,0.0,0.0,5.0,3.0,8.0,8.0,7.0,4.0,9.0,9.0,7.0
uid10706,2021-06-21,0,2.0,5.0,1.0,3.0,4.0,8.0,0.0,0.0,4.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,6.0,2.0,5.0,3.0,0.0,8.0,0.0,0.0,5.0,7.0,2.0,4.0,3.0,0.0,3.0,0.0,9.0
uid10707,2021-07-03,0,0.0,7.0,1.0,2.0,3.0,9.0,1.0,0.0,4.0,7.0,9.0,5.0,0.0,2.0,4.0,7.0,9.0,2.0,7.0,2.0,0.0,6.0,3.0,0.0,0.0,2.0,6.0,7.0,3.0,3.0,2.0,6.0,8.0,7.0,0.0,7.0,0.0,0.0,8.0,7.0,7.0,5.0,5.0,0.0,8.0,0.0,9.0
uid10708,2021-06-23,0,0.0,4.0,0.0,3.0,5.0,8.0,5.0,0.0,0.0,4.0,7.0,3.0,1.0,2.0,6.0,2.0,5.0,3.0,5.0,2.0,1.0,3.0,3.0,0.0,0.0,5.0,5.0,7.0,4.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,6.0,5.0,0.0,5.0,0.0,0.0
uid10709,2021-06-23,0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0
uid10710,2021-06-27,0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,2.0,0.0,0.0,1.0,5.0,8.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,3.0,5.0,8.0,8.0,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0
uid10711,2021-06-27,0,1.0,4.0,0.0,2.0,2.0,8.0,0.0,4.0,2.0,3.0,8.0,4.0,0.0,2.0,2.0,4.0,6.0,2.0,3.0,1.0,0.0,7.0,3.0,1.0,1.0,2.0,5.0,6.0,5.0,5.0,18.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,1.0
uid10712,2021-06-30,0,1.0,5.0,3.0,3.0,4.0,8.0,2.0,4.0,8.0,5.0,9.0,2.0,0.0,3.0,4.0,5.0,7.0,2.0,5.0,1.0,0.0,7.0,3.0,0.0,0.0,2.0,5.0,7.0,8.0,4.0,2.0,4.0,5.0,6.0,0.0,8.0,0.0,0.0,5.0,3.0,4.0,5.0,4.0,6.0,8.0,8.0,9.0
uid10713,2021-07-02,0,0.0,2.0,1.0,2.0,3.0,7.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,2.0,4.0,3.0,6.0,2.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,3.0,4.0,5.0,5.0,4.0,4.0,6.0,8.0,4.0,0.0,1.0,6.0,6.0,4.0,5.0,7.0,7.0,6.0,0.0,6.0,0.0,7.0
uid10714,2021-07-03,0,0.0,3.0,1.0,2.0,3.0,7.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,2.0,4.0,3.0,6.0,2.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,3.0,4.0,5.0,4.0,3.0,4.0,6.0,8.0,4.0,0.0,1.0,6.0,6.0,4.0,5.0,7.0,7.0,6.0,0.0,6.0,0.0,7.0
uid10715,2021-07-05,0,1.0,8.0,0.0,1.0,2.0,9.0,9.0,4.0,3.0,5.0,9.0,9.0,0.0,1.0,3.0,8.0,9.0,1.0,6.0,3.0,2.0,1.0,5.0,1.0,2.0,8.0,7.0,8.0,6.0,6.0,1.0,7.0,8.0,6.0,0.0,7.0,1.0,0.0,7.0,6.0,7.0,5.0,5.0,7.0,8.0,9.0,9.0
uid10716,2021-06-17,0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,4.0,7.0,0.0,5.0,2.0,0.0,6.0,3.0,1.0,0.0,0.0,6.0,7.0,5.0,3.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,7.0,6.0,1.0,0.0,4.0,2.0
uid10717,2021-06-19,0,1.0,4.0,0.0,1.0,1.0,8.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,5.0,8.0,1.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,5.0,5.0,7.0,5.0,6.0,2.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,6.0,5.0,0.0,6.0,3.0,1.0
uid10718,2021-06-21,0,0.0,6.0,2.0,1.0,2.0,9.0,4.0,2.0,3.0,6.0,8.0,7.0,0.0,1.0,2.0,7.0,9.0,2.0,7.0,3.0,1.0,4.0,5.0,0.0,0.0,2.0,6.0,8.0,3.0,4.0,2.0,5.0,7.0,4.0,0.0,7.0,0.0,0.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,9.0
uid10719,2021-06-18,0,2.0,5.0,1.0,2.0,4.0,5.0,0.0,0.0,3.0,4.0,4.0,5.0,1.0,1.0,4.0,2.0,7.0,3.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,5.0,7.0,6.0,6.0,4.0,1.0,6.0,6.0,2.0,6.0,3.0,0.0,2.0,6.0,6.0,6.0,5.0,1.0,6.0,9.0,8.0
uid10720,2021-06-23,0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,6.0,7.0,7.0,4.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,4.0,6.0
uid10721,2021-07-06,0,0.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,3.0,7.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,5.0,6.0,6.0,4.0,8.0,5.0,5.0,0.0,1.0,5.0,0.0,0.0,5.0,3.0,4.0,6.0,6.0,0.0,0.0,0.0,5.0
