user_id,apply_date,label,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47
uid5754,2021-07-03,0,0.0,5.0,0.0,1.0,2.0,7.0,2.0,0.0,0.0,4.0,8.0,4.0,0.0,1.0,2.0,3.0,6.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,7.0,4.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
uid5755,2021-07-06,0,0.0,6.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,2.0,3.0,6.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,7.0,3.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
uid5756,2021-07-03,0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,9.0,6.0,0.0,0.0,1.0,5.0,8.0,0.0,3.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,5.0,7.0,5.0,6.0,3.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,4.0,0.0,5.0,0.0,1.0
uid5757,2021-06-26,0,1.0,5.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,4.0,7.0,3.0,1.0,1.0,1.0,7.0,9.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0
uid5758,2021-07-05,0,1.0,6.0,0.0,1.0,2.0,7.0,0.0,0.0,4.0,4.0,9.0,1.0,0.0,1.0,3.0,5.0,8.0,1.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,5.0,7.0,6.0,2.0,2.0,5.0,6.0,6.0,0.0,5.0,0.0,0.0,5.0,6.0,4.0,2.0,3.0,0.0,6.0,2.0,8.0
uid5759,2021-06-27,0,1.0,5.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,5.0,7.0,4.0,1.0,2.0,5.0,3.0,6.0,3.0,5.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,5.0,6.0,3.0,4.0,7.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0
uid5760,2021-06-22,0,1.0,5.0,0.0,3.0,5.0,7.0,0.0,0.0,0.0,4.0,6.0,4.0,1.0,2.0,5.0,5.0,8.0,2.0,4.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,7.0,8.0,4.0,4.0,3.0,6.0,6.0,0.0,0.0,8.0,5.0,0.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,6.0,9.0
uid5761,2021-07-06,0,1.0,8.0,0.0,2.0,2.0,9.0,0.0,0.0,2.0,5.0,7.0,6.0,1.0,2.0,2.0,4.0,7.0,2.0,5.0,2.0,2.0,5.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,8.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,0.0,2.0,0.0,6.0
uid5762,2021-07-04,0,0.0,8.0,2.0,1.0,2.0,9.0,3.0,0.0,2.0,4.0,9.0,5.0,0.0,1.0,3.0,4.0,7.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,6.0,7.0,4.0,3.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,7.0
uid5763,2021-06-21,0,0.0,4.0,7.0,0.0,1.0,5.0,3.0,0.0,7.0,4.0,9.0,7.0,0.0,0.0,3.0,6.0,9.0,1.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0,7.0,5.0,7.0,6.0,5.0,3.0,7.0,8.0,6.0,1.0,7.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,8.0,6.0,9.0,9.0
uid5764,2021-06-26,1,2.0,4.0,0.0,2.0,3.0,8.0,1.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,7.0,7.0,5.0,6.0,3.0,4.0,5.0,5.0,0.0,7.0,3.0,1.0,5.0,0.0,7.0,6.0,5.0,0.0,6.0,5.0,7.0
uid5765,2021-06-28,0,0.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,9.0,6.0,0.0,0.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,8.0,5.0,5.0,3.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,4.0,3.0,1.0,5.0,9.0,3.0
uid5766,2021-07-05,0,1.0,7.0,0.0,1.0,1.0,8.0,4.0,2.0,0.0,6.0,0.0,4.0,0.0,1.0,1.0,6.0,7.0,1.0,6.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,6.0,3.0,3.0,14.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,3.0,0.0,2.0,9.0,0.0
uid5767,2021-06-25,0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,5.0,1.0,0.0,6.0,4.0,1.0,0.0,2.0,5.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,0.0,5.0,0.0,0.0
uid5768,2021-06-20,0,1.0,5.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,4.0,9.0,3.0,0.0,1.0,4.0,2.0,5.0,2.0,4.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,6.0,5.0,0.0,6.0,7.0,0.0
uid5769,2021-06-27,0,4.0,7.0,6.0,5.0,6.0,9.0,0.0,0.0,9.0,3.0,9.0,5.0,0.0,5.0,7.0,6.0,9.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,8.0,0.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,9.0,8.0,9.0
uid5770,2021-06-28,0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,5.0,3.0,1.0,0.0,1.0,6.0,7.0,5.0,6.0,3.0,0.0,6.0,5.0,0.0,5.0,0.0,0.0,3.0,7.0,1.0,1.0,2.0,0.0,5.0,5.0,5.0
uid5771,2021-06-22,0,0.0,0.0,3.0,2.0,4.0,5.0,0.0,0.0,7.0,3.0,9.0,1.0,0.0,2.0,4.0,3.0,6.0,2.0,3.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,3.0,5.0,3.0,5.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,6.0,0.0,8.0,6.0,7.0
uid5772,2021-06-30,0,1.0,6.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,5.0,7.0,7.0,2.0,1.0,4.0,4.0,7.0,2.0,5.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,5.0,7.0,6.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0
uid5773,2021-06-16,0,1.0,4.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
uid5774,2021-06-20,0,1.0,4.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0
uid5775,2021-06-22,0,0.0,5.0,0.0,1.0,2.0,8.0,2.0,1.0,8.0,5.0,8.0,1.0,0.0,1.0,2.0,2.0,7.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,6.0,3.0,8.0,2.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,5.0,2.0,7.0,6.0,8.0
uid5776,2021-06-18,0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,5.0,9.0,6.0,0.0,0.0,0.0,4.0,7.0,1.0,5.0,1.0,0.0,7.0,4.0,0.0,0.0,2.0,6.0,7.0,6.0,4.0,2.0,4.0,8.0,1.0,0.0,0.0,2.0,0.0,6.0,5.0,8.0,6.0,5.0,1.0,1.0,7.0,1.0
uid5777,2021-06-18,0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,5.0,6.0,4.0,5.0,6.0,4.0,6.0,5.0,0.0,5.0,0.0,0.0,4.0,5.0,4.0,3.0,2.0,0.0,5.0,5.0,6.0
uid5778,2021-06-28,0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,7.0,0.0,3.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,4.0,3.0,2.0,0.0,5.0,4.0,6.0
uid5779,2021-07-03,0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,3.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,5.0,7.0,4.0,3.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,4.0,3.0
uid5780,2021-06-26,0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0
uid5781,2021-06-22,0,1.0,5.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,4.0,8.0,3.0,0.0,1.0,3.0,2.0,5.0,2.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,2.0,0.0,4.0,0.0,0.0
uid5782,2021-06-28,0,2.0,3.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,4.0,9.0,3.0,0.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,4.0,6.0,5.0,3.0,6.0,5.0,5.0,5.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,6.0,5.0,7.0
uid5783,2021-06-18,0,2.0,8.0,0.0,2.0,5.0,9.0,7.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,4.0,5.0,8.0,3.0,5.0,1.0,0.0,6.0,3.0,0.0,0.0,3.0,5.0,7.0,3.0,3.0,3.0,7.0,7.0,4.0,0.0,5.0,0.0,0.0,7.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,6.0
uid5784,2021-07-03,0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,15.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0
uid5785,2021-06-30,0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,6.0,2.0,9.0,7.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,9.0,8.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
uid5786,2021-07-01,0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,5.0,6.0,6.0,12.0,5.0,6.0,2.0,0.0,5.0,0.0,0.0,6.0,0.0,6.0,4.0,4.0,0.0,4.0,0.0,8.0
uid5787,2021-07-05,0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,8.0,7.0,10.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,0.0,4.0,0.0,8.0
uid5788,2021-07-07,0,0.0,2.0,5.0,0.0,1.0,5.0,0.0,0.0,8.0,2.0,9.0,4.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,2.0,0.0,6.0,3.0,1.0,0.0,4.0,4.0,7.0,6.0,6.0,3.0,5.0,5.0,8.0,0.0,5.0,0.0,0.0,5.0,7.0,4.0,5.0,6.0,0.0,8.0,5.0,9.0
uid5789,2021-07-03,0,2.0,5.0,3.0,2.0,4.0,9.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,7.0,3.0,5.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,5.0,6.0,4.0,4.0,1.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,1.0,4.0,5.0,6.0,7.0,6.0
uid5790,2021-06-22,0,1.0,7.0,4.0,1.0,2.0,1.0,9.0,2.0,8.0,2.0,4.0,3.0,1.0,0.0,2.0,5.0,8.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,7.0,4.0,3.0,4.0,4.0,4.0,9.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,9.0,2.0,9.0
uid5791,2021-06-27,0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,3.0,5.0,4.0,3.0,8.0,1.0,1.0,3.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,9.0
uid5792,2021-06-26,0,2.0,4.0,0.0,3.0,5.0,7.0,0.0,0.0,0.0,4.0,7.0,5.0,1.0,3.0,5.0,2.0,6.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,7.0,5.0,5.0,0.0,3.0,0.0,5.0
uid5793,2021-06-19,0,0.0,6.0,2.0,0.0,1.0,8.0,2.0,0.0,5.0,5.0,9.0,4.0,0.0,0.0,1.0,3.0,7.0,1.0,5.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,5.0,7.0,3.0,3.0,4.0,6.0,7.0,6.0,1.0,7.0,0.0,0.0,7.0,0.0,8.0,7.0,6.0,1.0,8.0,2.0,9.0
uid5794,2021-07-01,0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,3.0,4.0,6.0,5.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0
uid5795,2021-06-30,0,0.0,6.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,5.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,5.0,7.0,6.0,6.0,5.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,4.0,4.0,0.0,3.0,0.0,0.0
uid5796,2021-06-17,1,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,4.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0
uid5797,2021-06-27,0,0.0,4.0,6.0,2.0,3.0,8.0,0.0,0.0,9.0,4.0,9.0,2.0,0.0,2.0,3.0,6.0,8.0,2.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,6.0,7.0,8.0,2.0,3.0,7.0,8.0,6.0,1.0,8.0,0.0,0.0,6.0,2.0,6.0,5.0,4.0,1.0,6.0,9.0,9.0
uid5798,2021-07-02,0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,3.0,3.0,1.0,4.0,1.0,0.0,4.0,5.0,7.0,5.0,4.0,3.0,6.0,7.0,1.0,0.0,3.0,0.0,0.0,7.0,7.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0
uid5799,2021-06-23,0,1.0,8.0,0.0,1.0,3.0,9.0,9.0,0.0,0.0,5.0,8.0,5.0,0.0,1.0,2.0,8.0,9.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,5.0,7.0,3.0,3.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,8.0,7.0,0.0,5.0,0.0,0.0
uid5800,2021-07-01,0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,5.0,8.0,7.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
uid5801,2021-06-29,0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,5.0,5.0,5.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
uid5802,2021-07-01,0,0.0,3.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,8.0,5.0,0.0,1.0,4.0,3.0,5.0,1.0,4.0,2.0,0.0,7.0,3.0,0.0,0.0,3.0,5.0,7.0,6.0,4.0,4.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0
uid5803,2021-06-26,0,1.0,4.0,0.0,4.0,4.0,9.0,3.0,0.0,2.0,5.0,1.0,4.0,3.0,1.0,1.0,6.0,8.0,2.0,5.0,2.0,1.0,4.0,3.0,1.0,0.0,2.0,6.0,7.0,3.0,4.0,4.0,4.0,6.0,6.0,2.0,0.0,0.0,0.0,6.0,5.0,7.0,6.0,5.0,0.0,6.0,0.0,6.0
uid5804,2021-06-20,0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,9.0,4.0,0.0,0.0,3.0,2.0,7.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,6.0,5.0,4.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,5.0,5.0,0.0,1.0,0.0,0.0
uid5805,2021-06-25,0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,3.0,3.0,7.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,6.0,5.0,4.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,5.0,5.0,0.0,1.0,0.0,0.0
uid5806,2021-06-26,0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,3.0,3.0,7.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,6.0,5.0,4.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,5.0,5.0,0.0,1.0,0.0,0.0
uid5807,2021-06-18,0,0.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,9.0,3.0,9.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,3.0,4.0,7.0,6.0,5.0,5.0,6.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,6.0,6.0,6.0,5.0,6.0,8.0,9.0
uid5808,2021-06-23,0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,1.0,5.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,5.0,7.0,5.0,4.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,5.0,0.0,4.0,0.0,0.0
uid5809,2021-06-16,1,3.0,6.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,4.0,6.0,6.0,8.0,4.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,6.0
uid5810,2021-06-23,0,0.0,7.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,2.0,9.0,3.0,0.0,0.0,3.0,7.0,9.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,3.0,5.0,3.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,4.0,5.0
uid5811,2021-06-24,0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,6.0,5.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,5.0,6.0,4.0,5.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
uid5812,2021-06-23,0,0.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,2.0,6.0,1.0,5.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,6.0,7.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,6.0,6.0,5.0,4.0,0.0,1.0,0.0,5.0
uid5813,2021-06-27,0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,4.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,6.0,7.0,4.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,0.0,1.0,7.0,0.0
uid5814,2021-06-27,1,1.0,7.0,1.0,3.0,4.0,9.0,7.0,3.0,2.0,5.0,7.0,6.0,1.0,3.0,6.0,5.0,9.0,2.0,6.0,4.0,0.0,6.0,3.0,1.0,1.0,0.0,4.0,7.0,4.0,5.0,2.0,5.0,6.0,4.0,0.0,7.0,0.0,0.0,6.0,0.0,5.0,5.0,4.0,9.0,7.0,9.0,8.0
uid5815,2021-06-22,0,2.0,5.0,2.0,2.0,3.0,8.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,2.0,3.0,6.0,8.0,1.0,3.0,1.0,1.0,5.0,3.0,0.0,0.0,2.0,2.0,5.0,6.0,6.0,4.0,6.0,7.0,5.0,0.0,6.0,6.0,0.0,6.0,0.0,5.0,3.0,3.0,4.0,6.0,5.0,9.0
uid5816,2021-06-29,0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,5.0,6.0,7.0,8.0,5.0,5.0,4.0,0.0,1.0,3.0,0.0,4.0,7.0,3.0,1.0,1.0,0.0,5.0,0.0,8.0
uid5817,2021-06-16,0,1.0,6.0,0.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,8.0,2.0,5.0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,0.0,4.0,0.0,0.0,5.0,5.0,3.0,2.0,3.0,0.0,1.0,5.0,8.0
uid5818,2021-07-01,0,0.0,6.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,4.0,4.0,6.0,3.0,4.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,5.0,5.0,0.0,3.0,2.0,1.0
uid5819,2021-07-03,0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0,5.0,8.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
uid5820,2021-06-19,0,0.0,5.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,5.0,8.0,4.0,0.0,2.0,3.0,4.0,7.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,4.0,6.0,6.0,4.0,4.0,4.0,6.0,4.0,1.0,3.0,0.0,0.0,6.0,5.0,6.0,5.0,4.0,0.0,5.0,0.0,4.0
uid5821,2021-06-28,0,0.0,4.0,1.0,4.0,6.0,9.0,0.0,0.0,2.0,4.0,7.0,4.0,1.0,3.0,7.0,3.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,6.0,5.0,4.0,8.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,3.0,0.0,7.0,1.0,5.0
